PRODUCT_COD,PRODUCT_NAME,PRODUCT_VAL,DEP_NAME,DEP_COD,SECTION_NAME,SECTION_COD
93551,Torrada Integral BAUDUCCO Caixa 320g,5.70,PADARIA,7,PADARIA,19
93567,Lava Roupas Liquido WOOLITE Coco 500ml,10.25,MERCEARIA,6,LIMPEZA,12
93570,Fita de Empacotamento Marrom SCOTCH 3M 45mm x 50m,5.99,PERFUMARIA,8,PERFUMARIA,20
93595,Alcaparra Espanhola RAIOLA Vidro 65g,10.25,MERCEARIA,6,ALIMENTOS,1
93606,Vinho Chileno Tinto GATO NEGRO Carmenere Garrafa 750ml,28.79,BEBIDAS,2,VINHOS,30
93611,Sabonete Liquido PHEBO Frescor da Manha 250ml,13.75,PERFUMARIA,8,PERFUMARIA,20
93614,Tira Manchas em Po VANISH Poder O2 Crystal White 900g,31.99,MERCEARIA,6,LIMPEZA,12
93634,Alvejante sem Cloro VANISH Refil 500ml,6.29,MERCEARIA,6,LIMPEZA,12
93684,Detergente em Gel LIMPOL Aloe Vera 511g,4.49,MERCEARIA,6,LIMPEZA,12
93750,Salgadinho de Milho Sabor Queijo Nacho Doritos ELMA CHIPS 400g,15.39,MERCEARIA,6,BISCOITOS-E-SNACKS,5
93760,Pote Retangular Pequeno Baixo SANREMO 430ml,10.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
93888,Gelatina em Po sem Sabor Incolor ROYAL 24g,4.25,PADARIA,7,DOCES-E-SOBREMESAS,8
93937,Cerveja ANTARCTICA Original Garrafa 300ml,2.99,BEBIDAS,2,CERVEJAS,29
93950,Cerveja BRAHMA Chopp Lata 350ml,2.29,BEBIDAS,2,CERVEJAS,29
93985,Mel de Abelha com Propolis SUPERBOM 200g,20.50,PADARIA,7,DOCES-E-SOBREMESAS,8
93991,Lava Roupas Liquido ARIEL Solucao Total 1 Litro,9.39,MERCEARIA,6,LIMPEZA,12
94043,Tira Manchas em Po VANISH Poder O2 Crystal White 450g,16.75,MERCEARIA,6,LIMPEZA,12
94066,Amaranto Organico em Flocos VITALIN 150g,10.89,MERCEARIA,6,NATURAIS-E-FUNCIONAIS,17
94084,Abridor de Latas com Furador UTILITY HOUSE,7.99,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
94144,Vinho Portugues Tinto VELHOTES Calem Tawny Garrafa 750ml,63.69,BEBIDAS,2,VINHOS,30
94145,Atum Solido em Oleo COQUEIRO Lata 170g,5.49,MERCEARIA,6,ALIMENTOS,1
94158,Vodka Sueca ABSOLUT Acai Garrafa 1 Litro,99.90,BEBIDAS,2,BEBIDAS,4
94177,Suco de Laranja XANDO 1 Litro,6.99,BEBIDAS,2,BEBIDAS,4
94196,Mistura para Bolo Sabor Cenoura DONA BENTA 450g,3.95,PADARIA,7,DOCES-E-SOBREMESAS,8
94234,Creme de Ricota Cremoso TIROLEZ 250g,6.45,MERCEARIA,6,MATINAIS,15
94238,Biscoito SVELTE Casadinho de Goiabada Diet Caixa 180g,8.29,MERCEARIA,6,BISCOITOS-E-SNACKS,5
94285,Shampoo Antipulgas com Girassol e Ylang Ylang Dog SANOL 500ml,9.39,PET-SHOP,9,PET-SHOP,21
94329,Shampoo PHYTOERVAS Desamarelador Flores de Violeta 250ml,15.75,PERFUMARIA,8,PERFUMARIA,20
94335,Queijo Cottage QUATA 400g,14.75,PADARIA,7,QUEIJOS-E-FRIOS,22
94336,Balsamo NIVEA For Men Pos Barba Sensitive 100ml,23.55,PERFUMARIA,8,PERFUMARIA,20
94351,Esponja SCOTCH BRITE Antiaderente com 3 Unidades,4.49,MERCEARIA,6,LIMPEZA,12
94386,Molho Ingles JIMMI 150ml,3.95,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
94463,Mucilon Prontinho Banana e Pessego NESTLE 190ml,3.15,MERCEARIA,6,MATINAIS,15
94485,Esponja para Banho PONJITA Acqua Gratis 1 Esponja Facial,5.49,PERFUMARIA,8,PERFUMARIA,20
94510,Mucilon Prontinho Frutas Sortidas NESTLE 190ml,3.15,MERCEARIA,6,MATINAIS,15
94521,Tintura Creme Gloss Louro Avela 713 Casting L´OREAL ,24.75,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
94589,Abacaxi Perola Unidade,7.69,FLV,4,FEIRA,10
94682,Sal Grosso para Churrasco LEBRE 1kg,1.55,MERCEARIA,6,ALIMENTOS,1
94713,Flocos Organico Quinoa Vermelha VITALIN 200g,18.25,MERCEARIA,6,NATURAIS-E-FUNCIONAIS,17
94728,Abacaxi Hawai com 2 Unidades,15.38,FLV,4,FEIRA,10
94744,Vodka Russa SMIRNOFF Black Garrafa 1Litro,63.90,BEBIDAS,2,BEBIDAS,4
94764,Cereal Matinal Sucrilhos Sabor Chocolate KELLOGGS Caixa 320g,6.99,MERCEARIA,6,MATINAIS,15
94842,Cereal em Barra Avela com Castanha Light TRIO 60g Pacote com 3 Unidades,4.29,MERCEARIA,6,LIMPEZA,12
94855,Confeitos Sabor Frutas Vermelhas MENTOS 114g Pacote com 3 Unidades,5.55,PADARIA,7,DOCES-E-SOBREMESAS,8
94883,Broinhas de Fuba CASA VICTORIANA 120g,6.90,PADARIA,7,PADARIA,19
94910,Cerveja ANTARCTICA Original Garrafa 600ml,5.29,BEBIDAS,2,CERVEJAS,29
94929,Espumante Nacional  Evidence Brut SALTON Garrafa 750ml,59.90,BEBIDAS,2,BEBIDAS,4
94981,Confeitos Sabor Frutas MENTOS 114g Pacote com 3 Unidades,5.55,PADARIA,7,DOCES-E-SOBREMESAS,8
95011,"Pote Retangular Medio SANREMO 1,26 Litros",16.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
95023,Goiabada Cascao SAO THOME 500g,15.25,PADARIA,7,DOCES-E-SOBREMESAS,8
95058,Refrigerante ITUBAINA Garrafa 2 Litros,3.69,BEBIDAS,2,BEBIDAS,4
95063,Tintura Creme Gloss Borgonha 426 Casting L´OREAL ,24.75,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
95078,Alimento em Po Ninho Crescimento Prebio 3+ NESTLE Lata 400g,10.99,BEBES,1,BEBES,3
95121,Nectar de Manga DEL VALLE 200ml,1.99,BEBIDAS,2,BEBIDAS,4
95232,Arroz Carreteiro Cozinha e Sabor TIO JOAO Pacote 175g,5.99,MERCEARIA,6,ALIMENTOS,1
95249,Cafe Soluvel Granulado Tradicional 3 CORACOES Refil 50g,2.89,MERCEARIA,6,ALIMENTOS,1
95337,Molho de Pimenta JIMMI 150ml,3.95,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
95381,Massa Fillo AROSA 300g,11.90,MERCEARIA,6,MASSAS,14
95407,Feijao Fradinho CAMIL Pacote 500g,5.19,MERCEARIA,6,ALIMENTOS,1
95524,Confeitos Sabor Menta MENTOS Pacote 114g com 3 Unidades,5.55,PADARIA,7,DOCES-E-SOBREMESAS,8
95560,Molho Pepper Sauce TABASCO 60ml,11.90,MERCEARIA,6,ETNICOS,9
95647,Fio Dental COLGATE Total 25m,10.75,PERFUMARIA,8,HIGIENE BUCAL,39
95683,"Cha Mate Tostado Dr. OETKER Caixa 22,5g com 15 Saquinhos",4.69,MERCEARIA,6,MATINAIS,15
95733,Lixeira com Pedal Ecologica Branca ASTRA 16 Litros,54.90,PERFUMARIA,8,PERFUMARIA,20
95767,Guardanapo de Papel GRAND HOTEL 24x24cm com 50 Unidades,5.25,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
95775,Kit Saco para Lixo Preto EMBALIXO 63cm x 80cm 50 Litros Leve 3 Pague 2 com 50 Unidades Cada,31.45,PERFUMARIA,8,PERFUMARIA,20
95800,Achocolatado Liquido Sabor Chocolate Nescau NESTLE 200ml,1.55,BEBIDAS,2,BEBIDAS,4
95805,Molho de Tomate Refogado POMAROLA Lata 340g,3.49,MERCEARIA,6,ALIMENTOS,1
95817,Cream Cheese Soft POLENGHI Bisnaga 400g,12.85,MERCEARIA,6,MATINAIS,15
95844,Absorvente SEMPRE LIVRE Suave Adapt Especial com Abas Pacote com 8 Unidades,2.79,PERFUMARIA,8,PERFUMARIA,20
95852,Bebida a Base Soja Light SHEFA Original 1 Litro,3.59,BEBIDAS,2,BEBIDAS,4
95875,Cobertura para Bolo Sabor Marshmallow Dr. OETKER Caixa 50g,4.75,PADARIA,7,DOCES-E-SOBREMESAS,8
95877,Nectar de Pessego DEL VALLE Mais 200ml,1.99,BEBIDAS,2,BEBIDAS,4
95881,Espumante Espanhol Brut Cordon Negro FREIXENET Garrafa 750ml,92.90,BEBIDAS,2,BEBIDAS,4
95910,Azeite Portugues de Oliva Extra Virgem Classico OLIVEIRA DA SERRA Vidro 500ml,13.75,MERCEARIA,6,ALIMENTOS,1
95911,Carpaccio de Lagarto Congelado  WESSEL Caixa 250g,20.90,CARNES,3,CARNES,6
95963,Nectar de Maracuja MAGUARY 1 Litro,3.89,BEBIDAS,2,BEBIDAS,4
96130,Vinho Portugues Tinto Late Bottled Vintage Port QUINTA DO CRASTO LBV Garrafa 750ml,189.90,BEBIDAS,2,VINHOS,30
96210,Vinho Chileno Tinto SANTA HELENA Reservado Cabernet Sauvignon Garrafa 750ml,31.90,BEBIDAS,2,VINHOS,30
96234,Manjericao KITANO Pacote 7g,1.09,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
96287,Protetor Solar SUNDOWN Kids Color Tutti Fruti Fator 60 120ml,52.90,PERFUMARIA,8,PROTETORES SOLARES,38
96381,Desinfetante PINHO BRIL Marine 500ml,3.25,MERCEARIA,6,LIMPEZA,12
96418,Vinho Chileno Branco SANTA HELENA Reservado Sauvignon Blanc Garrafa 750ml,31.90,BEBIDAS,2,VINHOS,30
96447,Copo Long Drink COUNTRY Transparente 400ml,12.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
96486,Condicionador PHYTOERVAS Desamarelador Flores de Violeta 250ml,4.99,PERFUMARIA,8,PERFUMARIA,20
96519,Espumante Brut Rose CHANDON Garrafa 750ml,79.90,BEBIDAS,2,BEBIDAS,4
96542,Conjunto com 6 Tacas para Sobremesa SAMBA ,32.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
96554,Margarina Cremosa com Sal QUALY Pote 250g,2.79,MERCEARIA,6,MATINAIS,15
96579,Goiaba Vermelha Bandeja 1kg,16.53,FLV,4,FEIRA,10
96594,Cobertura de Caramelo INGREDIENT 240g,8.85,PADARIA,7,DOCES-E-SOBREMESAS,8
96631,Nectar de Pessego MAGUARY 1 Litro,3.89,BEBIDAS,2,BEBIDAS,4
96633,"Pote Retangular Grande SANREMO 2,4 Litros",22.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
96662,Cha Branco FEEL GOOD 1 Litro,4.99,BEBIDAS,2,BEBIDAS,4
96768,Absorvente SEMPRE LIVRE Suave Adapt Especial sem Abas Pacote com 8 Unidades,2.79,PERFUMARIA,8,PERFUMARIA,20
96802,Desodorante Antitranspirante Aerosol REXONA Women Active Emotion 175ml,11.49,PERFUMARIA,8,DESODORANTES,37
96813,Desinfetante PINHO SOL Citrus de Limao 500ml,4.49,MERCEARIA,6,LIMPEZA,12
96850,Farinha de Trigo Reserva Especial DONA BENTA Pacote 1kg,5.25,MERCEARIA,6,ALIMENTOS,1
96919,Vinho Brasileiro Branco Chardonnay AURORA Garrafa 750ml,25.09,BEBIDAS,2,VINHOS,30
96944,Goiaba Branca Bandeja 1kg,9.21,PADARIA,7,DOCES-E-SOBREMESAS,8
96961,Margarina Cremosa sem Sal QUALY Pote 250g,2.79,MERCEARIA,6,MATINAIS,15
96965,Queijo Gorgonzola TIROLEZ Forma 200g,9.63,MERCEARIA,6,MATINAIS,15
96966,Maminha Bovina Extra Limpa Resfriada BASSI 1kg,50.34,CARNES,3,CARNES,6
97002,Sobrecoxa de Frango sem Pele Resfriado SEARA Bandeja 620g,7.52,CARNES,3,AVES,32
97025,Tofu Organico Premium Shiitake SAMURAI TOFU 100g,10.19,MERCEARIA,6,NATURAIS-E-FUNCIONAIS,17
97047,Limpador para Casa Perfumado CASA E PERFUME Passione 500ml,3.84,MERCEARIA,6,LIMPEZA,12
97052,Coxa de Frango sem Pele Resfriada SEARA Bandeja 600g,7.37,CARNES,3,AVES,32
97095,"Alface Crespa, Roxa e Lisa Hidroponica",5.19,FLV,4,FEIRA,10
97117,Azeite Espanhol de Oliva CARBONELL Vidro 500ml,13.25,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
97142,Creme Vegetal com Sal BECEL Pote 250g,3.69,MERCEARIA,6,MATINAIS,15
97186,Limpador para Forno DIABO VERDE 250g,4.75,MERCEARIA,6,LIMPEZA,12
97194,Tofu Organico Premium Al Pesto SAMURAI TOFU 100g,10.19,MERCEARIA,6,NATURAIS-E-FUNCIONAIS,17
97199,Desodorante Roll On NIVEA Regular 50ml,7.09,PERFUMARIA,8,DESODORANTES,37
97237,Gelatina em Po Sabor Uva Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
97278,Massa Folhada Congelada AROSA 400g,11.25,FRIOS,5,CONGELADOS,7
97318,Cera Liquida POLIFLOR Brilho Pratico Incolor 750ml,11.50,MERCEARIA,6,LIMPEZA,12
97329,Gelatina em Po Sabor Limao Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
97481,Copo Transparente para Agua Country FINLANDEK 350ml Unidade,12.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
97493,"Frango Corte Junta Light Resfriado Bandeja 2,5kg",26.90,CARNES,3,AVES,32
97517,Chocolate Suico 85% Cocoa LINDT Excellence Barra 100g,17.90,PADARIA,7,DOCES-E-SOBREMESAS,8
97520,Sorvete de Doce de Leite HAAGEN DAZS Copo 100ml,7.89,FRIOS,5,SORVETES,36
97580,Pate de Queijo e Azeitonas DAMM 120g,12.90,PADARIA,7,QUEIJOS-E-FRIOS,22
97582,Queijo Gorgonzola SKANDIA Pedaco 200g,12.98,MERCEARIA,6,MATINAIS,15
97592,Salame Cantimpalo Especial SALAMANCA Fatiado 150g,9.52,PADARIA,7,QUEIJOS-E-FRIOS,22
97626,Bebida a Base de Soja BATAVO Zero Sabor Original 1 Litro,5.43,BEBIDAS,2,BEBIDAS,4
97680,Cerveja Alema ERDINGER WEISSBRAU Weibbier sem Alcool Garrafa 500ml,17.90,BEBIDAS,2,CERVEJAS,29
97714,Cha Branco Sabor Lichia FEEL GOOD Lata 330ml,3.09,BEBIDAS,2,BEBIDAS,4
97749,Gelatina em Po Sabor Abacaxi Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
97784,Queijo Provolone Temperado Rechedo com Azeitona Pedaco 200g,10.58,MERCEARIA,6,MATINAIS,15
97821,Pasta para Calcado Preto NUGGET 36g,5.85,MERCEARIA,6,LIMPEZA,12
97827,Leite Longa Vida Integral PARMALAT 1 Litro,2.98,BEBIDAS,2,BEBIDAS,4
97828,Frango Resfriado Metade Bandeja 1kg,6.99,CARNES,3,AVES,32
97855,Alface Biocolor Hidroponica Embalada Unidade,3.75,FLV,4,FEIRA,10
97902,Detergente em Gel LIMPOL de Calendula 511g,4.49,MERCEARIA,6,LIMPEZA,12
97910,Linguica Toscana SADIA Bandeja 1kg,12.90,CARNES,3,CARNES,6
97926,Cerveja BLACK PRINCESS Garrafa 600ml,10.35,BEBIDAS,2,CERVEJAS,29
97934,Peito de Frango Resfriado em Cubos para Fondue Bandeja 1kg,16.53,PADARIA,7,DOCES-E-SOBREMESAS,8
97938,Shampoo Infantil JOHNSONS Baby Regular 400ml,13.68,BEBES,1,BEBES,3
97982,Batata Frita Stax Sabor Cheddar ELMA CHIPS 156g,9.45,MERCEARIA,6,BISCOITOS-E-SNACKS,5
98014,Cerveja BLACK PRINCESS Gold Garrafa 600ml,9.89,BEBIDAS,2,CERVEJAS,29
98017,Salame Italiano SALAMANCA Fatiado 150g,9.52,MERCEARIA,6,MATINAIS,15
98022,Extensao Sort 4m DANEVA,23.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
98040,Banana Passa Organica BIO DA TERRA 200g,9.69,FLV,4,FEIRA,10
98083,Aparelho de Barbear BIC Comfort sem Fita com 2 Unidades,5.35,PERFUMARIA,8,PERFUMARIA,20
98097,Leite Longa Vida Semi Desnatado PARMALAT 1 Litro,2.98,BEBIDAS,2,BEBIDAS,4
98131,Vinho Brasileiro Tinto Cabernet Sauvignon MARCUS JAMES Garrafa 750ml,18.90,BEBIDAS,2,VINHOS,30
98161,Gelatina em Po Sabor Framboesa Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
98180,Shampoo DOVE Therapy Controle de Queda 400ml,12.59,PERFUMARIA,8,PERFUMARIA,20
98186,Mostarda Amarela HEMMER 200g,4.89,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
98198,Gelatina em Po Sabor Morango Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
98219,Queijo Ingles Cheddar JOSEPH HELLER 200g,23.30,MERCEARIA,6,MATINAIS,15
98249,Batata Frita Stax Sabor Salsa e Cebola ELMA CHIPS 156g,9.45,MERCEARIA,6,BISCOITOS-E-SNACKS,5
98296,Terra Vegetal VERDEFORTE 2kg,3.79,MERCEARIA,6,FLORICULTURA-E-JARDINAGEM,11
98330,Cerveja EISENBAHN 5 Anos Garrafa 355ml,6.39,BEBIDAS,2,CERVEJAS,29
98340,Enxague Bucal COLGATE Plax Menta 250ml,11.75,PERFUMARIA,8,PERFUMARIA,20
98356,Leite de Coco Light SOCOCO Vidro 200ml,4.89,PADARIA,7,DOCES-E-SOBREMESAS,8
98413,Rosquinha de Nata N DISNEL 220g,8.90,MERCEARIA,6,BISCOITOS-E-SNACKS,5
98432,Linguica Defumada Fininha SADIA 240g,4.59,CARNES,3,CARNES,6
98470,Cerveja PETRA Weiss Garrafa 500ml,15.90,BEBIDAS,2,CERVEJAS,29
98503,Condicionador DOVE Controle de Queda 400ml,15.59,PERFUMARIA,8,PERFUMARIA,20
98560,Escova para Sapato CONDOR,20.50,MERCEARIA,6,LIMPEZA,12
98569,Gelatina em Po Sabor Cereja Diet Dr. OETKER Caixa 12g,2.89,PADARIA,7,DOCES-E-SOBREMESAS,8
98659,Cerveja BLACK PRINCESS Gold Garrafa 355ml,5.90,BEBIDAS,2,CERVEJAS,29
98705,Sobremesa Light Aerada de Queijo com Damasco DANUBIO 130g,5.69,MERCEARIA,6,MATINAIS,15
98722,Pipoca para Microondas Sabor Natural YOKI com Sal 100g,1.59,MERCEARIA,6,BISCOITOS-E-SNACKS,5
98751,Salsicha Hot Dog PERDIGAO Bandeja 600g,6.23,CARNES,3,CARNES,6
98790,Mamao Papaya Unidade,13.99,FLV,4,FEIRA,10
98793,Sabonete Infantil Glicerinado POM POM 80g,2.89,BEBES,1,BEBES,3
98824,Salsicha Longuette SEARA 500g,7.49,CARNES,3,CARNES,6
98869,Odorizador de Ambientes BOM AR Air Wick Cheirinho de Talco Refil 12ml,6.59,MERCEARIA,6,LIMPEZA,12
98878,Iogurte com Pedacos de Pessego BATAVO 500g,5.75,MERCEARIA,6,MATINAIS,15
98886,Guardanapo de Papel Folha Simples SNOB Class 33cm x 30cm com 50 Unidades ,2.69,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
98932,Azeite Portugues ANDORINHA Vidro 500ml,12.90,MERCEARIA,6,ALIMENTOS,1
98947,Papel Higienico Folha Tripla Premium DUALETTE Pacote com 12 Unidades,15.90,PERFUMARIA,8,PERFUMARIA,20
98988,Presunto Cozido Magro SEARA Fatiado 200g,4.43,PADARIA,7,QUEIJOS-E-FRIOS,22
99040,"Abacate Bandeja 1,5kg",12.56,FLV,4,FEIRA,10
99080,Arroz Agulhinha Tipo 1 CAMIL Pacote 1kg,3.19,MERCEARIA,6,ALIMENTOS,1
99153,Filezinho de Frango Temperado Congelado SADIA Pacote 1kg,15.39,FRIOS,5,CONGELADOS,7
99204,Racao para Caes Adulto Racas Pequenas PEDIGREE 1kg,13.65,PET-SHOP,9,RACAO,23
99242,Mostarda Escura HEMMER 200g,4.89,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
99327,Iogurte Integral com Calda e Pedacos de Morango NESTLE 150g,2.55,MERCEARIA,6,MATINAIS,15
99366,Massa para Lasanha Pre-Cozida PETYBON 200g,3.85,MERCEARIA,6,MASSAS,14
99419,Vinho Chileno Tinto GATO NEGRO Cabernet Sauvignon Garrafa 750ml,28.79,BEBIDAS,2,VINHOS,30
99446,Massa para Mini Pizza MEZZANI 400g com 15 Unidades,4.95,MERCEARIA,6,MASSAS,14
99466,"Agua Mineral sem Gas CRYSTAL Garrafa 1,5 Litros",1.89,BEBIDAS,2,BEBIDAS,4
99481,Cereal Matinal de Banana e Canela Grain Flakes JASMINE Pacote 300g,7.85,MERCEARIA,6,MATINAIS,15
99503,Molho Branco ELEGE 200g,4.59,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
99517,Limpador para Vidros VEJA Vidrex Tradicional Aparelho 500ml,13.75,MERCEARIA,6,LIMPEZA,12
99543,Laranja Bahia Importada Pacote 2kg,14.39,MERCEARIA,6,BISCOITOS-E-SNACKS,5
99550,Abacaxi Hawai Super Unidade,7.69,FLV,4,FEIRA,10
99721,Cebola com Alho e Salsa KITANO Pacote 40g,4.89,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
99752,Queijo Emental PRESIDENT Pedaco 200g,21.18,MERCEARIA,6,MATINAIS,15
99806,Desinfetante Crystallino CREO Lata 750ml,7.99,MERCEARIA,6,LIMPEZA,12
99810,Sabonete Infantil JOHNSONS Baby Hora do Sono 80g,2.35,BEBES,1,BEBES,3
99954,Tomate Pelado Italiano RAIOLA Lata 400g,6.69,MERCEARIA,6,ALIMENTOS,1
99962,Detergente em Po OMO Multiacao Poder Acelerador 1kg,8.39,MERCEARIA,6,LIMPEZA,12
100017,Odorizador de Ambientes BOM AR Air Wick Lavanda Aerossol 360ml Gratis 20%,8.99,MERCEARIA,6,LIMPEZA,12
100018,Queijo Parmesao Ralado Faixa Azul VIGOR Pacote 50g,4.62,MERCEARIA,6,MATINAIS,15
100115,Bolo Americano com Nozes e Damasco FINARTE 350g,9.90,PADARIA,7,PADARIA,19
100156,Tempero para Feijao SAZON 60g,2.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
100170,Strogonoff de Frango SADIA 600g,13.85,FRIOS,5,CONGELADOS,7
100181,Amido de Milho MAIZENA Caixa 200g,3.99,MERCEARIA,6,ALIMENTOS,1
100196,Cha  MATTE LEAO Sabor Laranja 40g com 25 Saquinhos,5.69,BEBIDAS,2,BEBIDAS,4
100216,Fibra Mix BEST 200g,23.39,MERCEARIA,6,NATURAIS-E-FUNCIONAIS,17
100235,Bolo de Chocolate PULLMAN 250g,4.69,PADARIA,7,PADARIA,19
100280,Vinho Portugues Tinto Vintage QUINTA DO CRASTO Garrafa 750ml,445.90,BEBIDAS,2,VINHOS,30
100283,Goma de Mascar Sabor Tutti-Frutti TRIDENT 32g Pacote com 4 Unidades,6.39,PADARIA,7,DOCES-E-SOBREMESAS,8
100286,Coco Fita Natural BEST 50g,9.19,PADARIA,7,DOCES-E-SOBREMESAS,8
100305,Amaciante VIDA MACIA Baby Amendoa 1 Litro,7.75,MERCEARIA,6,LIMPEZA,12
100316,Bolo Sabor Baunilha com Recheio e Cobertura de Chocolate Ana Maria PULLMAN 45g,1.30,PADARIA,7,PADARIA,19
100336,Vinho Portugues Rose LANCERS Garrafa 750ml,31.90,BEBIDAS,2,VINHOS,30
100344,Desodorizador de Sanitario PATO em Gel Adesivo Citrus Refil 38g com 6 Discos de Gel,9.25,MERCEARIA,6,LIMPEZA,12
100380,Caldo de Costela MAGGI 63g com 6 Cubos,1.25,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
100388,"Iogurte com Polpa de Mamao, Banana e Maca VIGOR 180g",1.49,MERCEARIA,6,MATINAIS,15
100409,Rodinho de Pia PLASUTIL,8.39,MERCEARIA,6,LIMPEZA,12
100438,Azeite Italiano de Oliva Extra Virgem COLAVITA Vidro 500ml,35.75,MERCEARIA,6,ALIMENTOS,1
100447,Mix de Frustas BEST 150g,22.69,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
100463,Absorvente Interno OB Mini Caixa com 10 Unidades,8.19,PERFUMARIA,8,PERFUMARIA,20
100466,Castanha de Caju IRACEMA Lata 190g,19.25,MERCEARIA,6,BISCOITOS-E-SNACKS,5
100494,Pignole BEST 50g,41.49,FLV,4,FEIRA,10
100533,Toalha Umedecida HUGGIES Classic Flip Top com 48 Unidades,9.90,BEBES,1,BEBES,3
100539,Azeite Portugues de Oliva GALLO Lata 500ml,15.50,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
100629,Lenco Umedecido HUGGIES Natural Care Pacote com 48 unidades,13.79,BEBES,1,BEBES,3
100634,Coador de Papel MELITTA Grande Nº 103 com 60 Unidades,4.99,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
100646,Matinal Mix BEST 200g,14.59,MERCEARIA,6,MATINAIS,15
100705,Desodorizador de Sanitario PATO Gel Adesivo Marine Refil 38g com 6 Unidades,9.25,MERCEARIA,6,LIMPEZA,12
100729,Cobertura de Cafe com Chocolate BAZZAR 350g,15.25,PADARIA,7,DOCES-E-SOBREMESAS,8
100770,Iogurte com Polpa de Frutas Vermelhas VIGOR 180g,1.49,MERCEARIA,6,MATINAIS,15
100823,Vinho Argentino Tinto Terrazas Cabernet Sauvignon ALTOS DEL PLATA Garrafa 750ml,46.19,BEBIDAS,2,VINHOS,30
100849,Azeite Portugues de Oliva Extra Virgem GALLO Vidro 500ml,15.29,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
100863,Iogurte com Polpa de Morango VIGOR 540g,3.99,MERCEARIA,6,MATINAIS,15
100903,"Pera  Packans Importada 1,5kg",11.27,FLV,4,FEIRA,10
101019,Queijo Minas Frescal DANUBIO 500g,15.90,MERCEARIA,6,MATINAIS,15
101160,Chocolate Suico ao Leite com Avelas LINDT Swiss Classic 100g,14.90,PADARIA,7,DOCES-E-SOBREMESAS,8
101166,Flanela OBER 58cm x 40cm,6.99,MERCEARIA,6,LIMPEZA,12
101201,Cobertura de Framboeza para Sorvete Bazzar 300g,16.75,PADARIA,7,DOCES-E-SOBREMESAS,8
101209,Sabonete LUX Suave Frescor Irresistivel 90g,0.99,PERFUMARIA,8,PERFUMARIA,20
101211,Queijo Gorgonzola Azul Forma SANCOR Pedaco 200g,16.08,MERCEARIA,6,MATINAIS,15
101224,Vinho Chileno Tinto Merlot SANTA CAROLINA Reservado Garrafa 750ml,22.90,BEBIDAS,2,VINHOS,30
101255,Aromatizante de Ambientes Eucalipto COALA Frasco 140ml,11.50,MERCEARIA,6,LIMPEZA,12
101260,Cerveja PETRA Aurum Garrafa 500ml,12.45,BEBIDAS,2,CERVEJAS,29
101374,Waffles Light GULI GULI 280g com 4 Unidades,8.90,FRIOS,5,CONGELADOS,7
101493,Desodorante Roll On DOVE Original 50ml,8.29,PERFUMARIA,8,DESODORANTES,37
101504,Laranja Pera 2kg,4.85,FLV,4,FEIRA,10
101530,Agua Mineral com Gas Italiana SAN PELEGRINO Garrafa 250ml,4.49,BEBIDAS,2,BEBIDAS,4
101538,Cerveja PETRA Schwarzbier Garrafa 500ml,14.85,BEBIDAS,2,CERVEJAS,29
101546,Lima da Persia Bandeja 1kg,7.94,FLV,4,FEIRA,10
101561,Absorvente Interno OB Super Caixa com 10 Unidades,8.19,PERFUMARIA,8,PERFUMARIA,20
