STORE_CODE,DATE,SALES_VALUE,SALES_QTY
6,2015-06-11,176645.41,11461
7,2015-06-11,176645.41,11461
8,2015-06-11,176645.41,11461
9,2015-06-11,101998.05,7090
1,2015-06-12,153017.68,9928
10,2015-06-12,87020.4,5991
11,2015-06-12,86107.04,5848
12,2015-06-12,86107.04,5848
13,2015-06-12,153017.68,9928
14,2015-06-12,153017.68,9928
15,2015-06-12,153017.68,9928
16,2015-06-12,153017.68,9928
17,2015-06-12,73072.8,5440
18,2015-06-12,73072.8,5440
19,2015-06-12,73072.8,5440
20,2015-06-12,73072.8,5440
3,2015-06-12,153017.68,9928
4,2015-06-12,153017.68,9928
5,2015-06-12,153017.68,9928
6,2015-06-12,153017.68,9928
7,2015-06-12,153017.68,9928
8,2015-06-12,153017.68,9928
9,2015-06-12,88357.4,6141
1,2015-06-13,114763.26,7446
10,2015-06-13,65280.3,4496
11,2015-06-13,64580.28,4386
12,2015-06-13,64580.28,4386
13,2015-06-13,114763.26,7446
14,2015-06-13,114763.26,7446
15,2015-06-13,114763.26,7446
16,2015-06-13,114763.26,7446
17,2015-06-13,54804.6,4080
18,2015-06-13,54804.6,4080
19,2015-06-13,54804.6,4080
20,2015-06-13,54804.6,4080
3,2015-06-13,114763.26,7446
4,2015-06-13,114763.26,7446
5,2015-06-13,114763.26,7446
6,2015-06-13,114763.26,7446
7,2015-06-13,114763.26,7446
8,2015-06-13,114763.26,7446
9,2015-06-13,66289.3,4608
1,2015-06-14,111387.87,7227
10,2015-06-14,63343.35,4362
11,2015-06-14,62680.86,4257
12,2015-06-14,62680.86,4257
13,2015-06-14,111387.87,7227
14,2015-06-14,111387.87,7227
15,2015-06-14,111387.87,7227
16,2015-06-14,111387.87,7227
17,2015-06-14,53192.7,3960
18,2015-06-14,53192.7,3960
19,2015-06-14,53192.7,3960
20,2015-06-14,53192.7,3960
3,2015-06-14,111387.87,7227
4,2015-06-14,111387.87,7227
5,2015-06-14,111387.87,7227
6,2015-06-14,111387.87,7227
7,2015-06-14,111387.87,7227
8,2015-06-14,111387.87,7227
9,2015-06-14,64315.35,4470
1,2015-06-15,138390.99,8979
10,2015-06-15,78700.95,5419
11,2015-06-15,77876.22,5289
12,2015-06-15,77876.22,5289
13,2015-06-15,138390.99,8979
14,2015-06-15,138390.99,8979
15,2015-06-15,138390.99,8979
16,2015-06-15,138390.99,8979
17,2015-06-15,66087.9,4920
18,2015-06-15,66087.9,4920
19,2015-06-15,66087.9,4920
20,2015-06-15,66087.9,4920
3,2015-06-15,138390.99,8979
4,2015-06-15,138390.99,8979
5,2015-06-15,138390.99,8979
6,2015-06-15,138390.99,8979
7,2015-06-15,138390.99,8979
8,2015-06-15,138390.99,8979
9,2015-06-15,79907.95,5554
1,2015-06-16,219400.35,14235
10,2015-06-16,124778.75,8592
11,2015-06-16,123462.3,8385
12,2015-06-16,123462.3,8385
13,2015-06-16,219400.35,14235
14,2015-06-16,219400.35,14235
15,2015-06-16,219400.35,14235
16,2015-06-16,219400.35,14235
17,2015-06-16,104773.5,7800
18,2015-06-16,104773.5,7800
19,2015-06-16,104773.5,7800
20,2015-06-16,104773.5,7800
3,2015-06-16,219400.35,14235
4,2015-06-16,219400.35,14235
5,2015-06-16,219400.35,14235
6,2015-06-16,219400.35,14235
7,2015-06-16,219400.35,14235
8,2015-06-16,219400.35,14235
9,2015-06-16,126698.75,8806
1,2015-06-17,186771.58,12118
10,2015-06-17,106215.9,7313
11,2015-06-17,105101.24,7138
12,2015-06-17,105101.24,7138
13,2015-06-17,186771.58,12118
14,2015-06-17,186771.58,12118
15,2015-06-17,186771.58,12118
16,2015-06-17,186771.58,12118
17,2015-06-17,89191.8,6640
18,2015-06-17,89191.8,6640
19,2015-06-17,89191.8,6640
20,2015-06-17,89191.8,6640
3,2015-06-17,186771.58,12118
4,2015-06-17,186771.58,12118
5,2015-06-17,186771.58,12118
6,2015-06-17,186771.58,12118
7,2015-06-17,186771.58,12118
8,2015-06-17,186771.58,12118
9,2015-06-17,107847.9,7495
1,2015-06-18,173270.02,11242
10,2015-06-18,98557.1,6785
11,2015-06-18,97503.56,6622
12,2015-06-18,97503.56,6622
13,2015-06-18,173270.02,11242
14,2015-06-18,173270.02,11242
15,2015-06-18,173270.02,11242
16,2015-06-18,173270.02,11242
17,2015-06-18,82744.2,6160
18,2015-06-18,82744.2,6160
19,2015-06-18,82744.2,6160
20,2015-06-18,82744.2,6160
3,2015-06-18,173270.02,11242
4,2015-06-18,173270.02,11242
5,2015-06-18,173270.02,11242
6,2015-06-18,173270.02,11242
7,2015-06-18,173270.02,11242
8,2015-06-18,173270.02,11242
9,2015-06-18,100080.1,6956
1,2015-06-19,145141.77,9417
10,2015-06-19,82561.85,5684
11,2015-06-19,81675.06,5547
12,2015-06-19,81675.06,5547
13,2015-06-19,145141.77,9417
14,2015-06-19,145141.77,9417
15,2015-06-19,145141.77,9417
16,2015-06-19,145141.77,9417
17,2015-06-19,69311.7,5160
18,2015-06-19,69311.7,5160
19,2015-06-19,69311.7,5160
20,2015-06-19,69311.7,5160
3,2015-06-19,145141.77,9417
4,2015-06-19,145141.77,9417
5,2015-06-19,145141.77,9417
6,2015-06-19,145141.77,9417
7,2015-06-19,145141.77,9417
8,2015-06-19,145141.77,9417
9,2015-06-19,83841.85,5826
1,2015-06-20,115888.39,7519
10,2015-06-20,65920.95,4538
11,2015-06-20,65213.42,4429
12,2015-06-20,65213.42,4429
13,2015-06-20,115888.39,7519
14,2015-06-20,115888.39,7519
15,2015-06-20,115888.39,7519
16,2015-06-20,115888.39,7519
17,2015-06-20,55341.9,4120
18,2015-06-20,55341.9,4120
19,2015-06-20,55341.9,4120
20,2015-06-20,55341.9,4120
3,2015-06-20,115888.39,7519
4,2015-06-20,115888.39,7519
5,2015-06-20,115888.39,7519
6,2015-06-20,115888.39,7519
7,2015-06-20,115888.39,7519
8,2015-06-20,115888.39,7519
9,2015-06-20,66940.95,4652
1,2015-06-21,112513.0,7300
10,2015-06-21,63986.0,4405
11,2015-06-21,63314.0,4300
12,2015-06-21,63314.0,4300
13,2015-06-21,112513.0,7300
14,2015-06-21,112513.0,7300
15,2015-06-21,112513.0,7300
16,2015-06-21,112513.0,7300
17,2015-06-21,53730.0,4000
18,2015-06-21,53730.0,4000
19,2015-06-21,53730.0,4000
20,2015-06-21,53730.0,4000
3,2015-06-21,112513.0,7300
4,2015-06-21,112513.0,7300
5,2015-06-21,112513.0,7300
6,2015-06-21,112513.0,7300
7,2015-06-21,112513.0,7300
8,2015-06-21,112513.0,7300
9,2015-06-21,64968.0,4514
1,2015-06-22,133890.47,8687
10,2015-06-22,76134.35,5241
11,2015-06-22,75343.66,5117
12,2015-06-22,75343.66,5117
13,2015-06-22,133890.47,8687
14,2015-06-22,133890.47,8687
15,2015-06-22,133890.47,8687
16,2015-06-22,133890.47,8687
17,2015-06-22,63938.7,4760
18,2015-06-22,63938.7,4760
19,2015-06-22,63938.7,4760
20,2015-06-22,63938.7,4760
3,2015-06-22,133890.47,8687
4,2015-06-22,133890.47,8687
5,2015-06-22,133890.47,8687
6,2015-06-22,133890.47,8687
7,2015-06-22,133890.47,8687
8,2015-06-22,133890.47,8687
9,2015-06-22,77299.35,5373
1,2015-06-23,243028.08,15768
10,2015-06-23,138220.4,9514
11,2015-06-23,136758.24,9288
12,2015-06-23,136758.24,9288
13,2015-06-23,243028.08,15768
14,2015-06-23,243028.08,15768
15,2015-06-23,243028.08,15768
16,2015-06-23,243028.08,15768
17,2015-06-23,116056.8,8640
18,2015-06-23,116056.8,8640
19,2015-06-23,116056.8,8640
20,2015-06-23,116056.8,8640
3,2015-06-23,243028.08,15768
4,2015-06-23,243028.08,15768
5,2015-06-23,243028.08,15768
6,2015-06-23,243028.08,15768
7,2015-06-23,243028.08,15768
8,2015-06-23,243028.08,15768
9,2015-06-23,140349.4,9752
1,2015-06-24,189021.84,12264
10,2015-06-24,107522.2,7401
11,2015-06-24,106367.52,7224
12,2015-06-24,106367.52,7224
13,2015-06-24,189021.84,12264
14,2015-06-24,189021.84,12264
15,2015-06-24,189021.84,12264
16,2015-06-24,189021.84,12264
17,2015-06-24,90266.4,6720
18,2015-06-24,90266.4,6720
19,2015-06-24,90266.4,6720
20,2015-06-24,90266.4,6720
3,2015-06-24,189021.84,12264
4,2015-06-24,189021.84,12264
5,2015-06-24,189021.84,12264
6,2015-06-24,189021.84,12264
7,2015-06-24,189021.84,12264
8,2015-06-24,189021.84,12264
9,2015-06-24,109187.2,7587
1,2015-06-25,182271.06,11826
10,2015-06-25,103661.3,7136
11,2015-06-25,102568.68,6966
12,2015-06-25,102568.68,6966
13,2015-06-25,182271.06,11826
14,2015-06-25,182271.06,11826
15,2015-06-25,182271.06,11826
16,2015-06-25,182271.06,11826
17,2015-06-25,87042.6,6480
18,2015-06-25,87042.6,6480
19,2015-06-25,87042.6,6480
20,2015-06-25,87042.6,6480
3,2015-06-25,182271.06,11826
4,2015-06-25,182271.06,11826
5,2015-06-25,182271.06,11826
6,2015-06-25,182271.06,11826
7,2015-06-25,182271.06,11826
8,2015-06-25,182271.06,11826
9,2015-06-25,105255.3,7315
1,2015-06-26,138390.99,8979
10,2015-06-26,78717.95,5419
11,2015-06-26,77876.22,5289
12,2015-06-26,77876.22,5289
13,2015-06-26,138390.99,8979
14,2015-06-26,138390.99,8979
15,2015-06-26,138390.99,8979
16,2015-06-26,138390.99,8979
17,2015-06-26,66087.9,4920
18,2015-06-26,66087.9,4920
19,2015-06-26,66087.9,4920
20,2015-06-26,66087.9,4920
3,2015-06-26,138390.99,8979
4,2015-06-26,138390.99,8979
5,2015-06-26,138390.99,8979
6,2015-06-26,138390.99,8979
7,2015-06-26,138390.99,8979
8,2015-06-26,138390.99,8979
9,2015-06-26,79935.95,5554
1,2015-06-27,119263.78,7738
10,2015-06-27,67842.9,4671
11,2015-06-27,67112.84,4558
12,2015-06-27,67112.84,4558
13,2015-06-27,119263.78,7738
14,2015-06-27,119263.78,7738
15,2015-06-27,119263.78,7738
16,2015-06-27,119263.78,7738
17,2015-06-27,56953.8,4240
18,2015-06-27,56953.8,4240
19,2015-06-27,56953.8,4240
20,2015-06-27,56953.8,4240
3,2015-06-27,119263.78,7738
4,2015-06-27,119263.78,7738
5,2015-06-27,119263.78,7738
6,2015-06-27,119263.78,7738
7,2015-06-27,119263.78,7738
8,2015-06-27,119263.78,7738
9,2015-06-27,68892.9,4788
1,2015-06-28,121514.04,7884
10,2015-06-28,69119.2,4758
11,2015-06-28,68379.12,4644
12,2015-06-28,68379.12,4644
13,2015-06-28,121514.04,7884
14,2015-06-28,121514.04,7884
15,2015-06-28,121514.04,7884
16,2015-06-28,121514.04,7884
17,2015-06-28,58028.4,4320
18,2015-06-28,58028.4,4320
19,2015-06-28,58028.4,4320
20,2015-06-28,58028.4,4320
3,2015-06-28,121514.04,7884
4,2015-06-28,121514.04,7884
5,2015-06-28,121514.04,7884
6,2015-06-28,121514.04,7884
7,2015-06-28,121514.04,7884
8,2015-06-28,121514.04,7884
9,2015-06-28,70189.2,4877
1,2015-06-29,145141.77,9417
10,2015-06-29,82561.85,5684
11,2015-06-29,81675.06,5547
12,2015-06-29,81675.06,5547
13,2015-06-29,145141.77,9417
14,2015-06-29,145141.77,9417
15,2015-06-29,145141.77,9417
16,2015-06-29,145141.77,9417
17,2015-06-29,69311.7,5160
18,2015-06-29,69311.7,5160
19,2015-06-29,69311.7,5160
20,2015-06-29,69311.7,5160
3,2015-06-29,145141.77,9417
4,2015-06-29,145141.77,9417
5,2015-06-29,145141.77,9417
6,2015-06-29,145141.77,9417
7,2015-06-29,145141.77,9417
8,2015-06-29,145141.77,9417
9,2015-06-29,83837.85,5826
1,2015-06-30,222775.74,14454
10,2015-06-30,126717.7,8723
11,2015-06-30,125361.72,8514
12,2015-06-30,125361.72,8514
13,2015-06-30,222775.74,14454
14,2015-06-30,222775.74,14454
15,2015-06-30,222775.74,14454
16,2015-06-30,222775.74,14454
17,2015-06-30,106385.4,7920
18,2015-06-30,106385.4,7920
19,2015-06-30,106385.4,7920
20,2015-06-30,106385.4,7920
3,2015-06-30,222775.74,14454
4,2015-06-30,222775.74,14454
5,2015-06-30,222775.74,14454
6,2015-06-30,222775.74,14454
7,2015-06-30,222775.74,14454
8,2015-06-30,222775.74,14454
9,2015-06-30,128676.7,8941
1,2015-07-01,167644.37,10877
10,2015-07-01,95354.85,6565
11,2015-07-01,94337.86,6407
12,2015-07-01,94337.86,6407
13,2015-07-01,167644.37,10877
14,2015-07-01,167644.37,10877
15,2015-07-01,167644.37,10877
16,2015-07-01,167644.37,10877
17,2015-07-01,80057.7,5960
18,2015-07-01,80057.7,5960
19,2015-07-01,80057.7,5960
20,2015-07-01,80057.7,5960
3,2015-07-01,167644.37,10877
4,2015-07-01,167644.37,10877
5,2015-07-01,167644.37,10877
6,2015-07-01,167644.37,10877
7,2015-07-01,167644.37,10877
8,2015-07-01,167644.37,10877
9,2015-07-01,96828.85,6728
1,2015-07-02,171019.76,11096
10,2015-07-02,97286.8,6697
11,2015-07-02,96237.28,6536
12,2015-07-02,96237.28,6536
13,2015-07-02,171019.76,11096
14,2015-07-02,171019.76,11096
15,2015-07-02,171019.76,11096
16,2015-07-02,171019.76,11096
17,2015-07-02,81669.6,6080
18,2015-07-02,81669.6,6080
19,2015-07-02,81669.6,6080
20,2015-07-02,81669.6,6080
3,2015-07-02,171019.76,11096
4,2015-07-02,171019.76,11096
5,2015-07-02,171019.76,11096
6,2015-07-02,171019.76,11096
7,2015-07-02,171019.76,11096
8,2015-07-02,171019.76,11096
9,2015-07-02,98795.8,6865
1,2015-07-03,145141.77,9417
10,2015-07-03,82551.85,5683
11,2015-07-03,81675.06,5547
12,2015-07-03,81675.06,5547
13,2015-07-03,145141.77,9417
14,2015-07-03,145141.77,9417
15,2015-07-03,145141.77,9417
16,2015-07-03,145141.77,9417
17,2015-07-03,69311.7,5160
18,2015-07-03,69311.7,5160
19,2015-07-03,69311.7,5160
20,2015-07-03,69311.7,5160
3,2015-07-03,145141.77,9417
4,2015-07-03,145141.77,9417
5,2015-07-03,145141.77,9417
6,2015-07-03,145141.77,9417
7,2015-07-03,145141.77,9417
8,2015-07-03,145141.77,9417
9,2015-07-03,83823.85,5824
1,2015-07-04,120388.91,7811
10,2015-07-04,68483.55,4715
11,2015-07-04,67745.98,4601
12,2015-07-04,67745.98,4601
13,2015-07-04,120388.91,7811
14,2015-07-04,120388.91,7811
15,2015-07-04,120388.91,7811
16,2015-07-04,120388.91,7811
17,2015-07-04,57491.1,4280
18,2015-07-04,57491.1,4280
19,2015-07-04,57491.1,4280
20,2015-07-04,57491.1,4280
3,2015-07-04,120388.91,7811
4,2015-07-04,120388.91,7811
5,2015-07-04,120388.91,7811
6,2015-07-04,120388.91,7811
7,2015-07-04,120388.91,7811
8,2015-07-04,120388.91,7811
9,2015-07-04,69544.55,4833
1,2015-07-05,119263.78,7738
10,2015-07-05,67847.9,4671
11,2015-07-05,67112.84,4558
12,2015-07-05,67112.84,4558
13,2015-07-05,119263.78,7738
14,2015-07-05,119263.78,7738
15,2015-07-05,119263.78,7738
16,2015-07-05,119263.78,7738
17,2015-07-05,56953.8,4240
18,2015-07-05,56953.8,4240
19,2015-07-05,56953.8,4240
20,2015-07-05,56953.8,4240
3,2015-07-05,119263.78,7738
4,2015-07-05,119263.78,7738
5,2015-07-05,119263.78,7738
6,2015-07-05,119263.78,7738
7,2015-07-05,119263.78,7738
8,2015-07-05,119263.78,7738
9,2015-07-05,68901.9,4788
1,2015-07-06,141766.38,9198
10,2015-07-06,80629.9,5551
11,2015-07-06,79775.64,5418
12,2015-07-06,79775.64,5418
13,2015-07-06,141766.38,9198
14,2015-07-06,141766.38,9198
15,2015-07-06,141766.38,9198
16,2015-07-06,141766.38,9198
17,2015-07-06,67699.8,5040
18,2015-07-06,67699.8,5040
19,2015-07-06,67699.8,5040
20,2015-07-06,67699.8,5040
3,2015-07-06,141766.38,9198
4,2015-07-06,141766.38,9198
5,2015-07-06,141766.38,9198
6,2015-07-06,141766.38,9198
7,2015-07-06,141766.38,9198
8,2015-07-06,141766.38,9198
9,2015-07-06,81870.9,5689
1,2015-07-07,223900.87,14527
10,2015-07-07,127359.35,8766
11,2015-07-07,125994.86,8557
12,2015-07-07,125994.86,8557
13,2015-07-07,223900.87,14527
14,2015-07-07,223900.87,14527
15,2015-07-07,223900.87,14527
16,2015-07-07,223900.87,14527
17,2015-07-07,106922.7,7960
18,2015-07-07,106922.7,7960
19,2015-07-07,106922.7,7960
20,2015-07-07,106922.7,7960
3,2015-07-07,223900.87,14527
4,2015-07-07,223900.87,14527
5,2015-07-07,223900.87,14527
6,2015-07-07,223900.87,14527
7,2015-07-07,223900.87,14527
8,2015-07-07,223900.87,14527
9,2015-07-07,129330.35,8986
1,2015-07-08,198022.88,12848
10,2015-07-08,112644.4,7756
11,2015-07-08,111432.64,7568
12,2015-07-08,111432.64,7568
13,2015-07-08,198022.88,12848
14,2015-07-08,198022.88,12848
15,2015-07-08,198022.88,12848
16,2015-07-08,198022.88,12848
17,2015-07-08,94564.8,7040
18,2015-07-08,94564.8,7040
19,2015-07-08,94564.8,7040
20,2015-07-08,94564.8,7040
3,2015-07-08,198022.88,12848
4,2015-07-08,198022.88,12848
5,2015-07-08,198022.88,12848
6,2015-07-08,198022.88,12848
7,2015-07-08,198022.88,12848
8,2015-07-08,198022.88,12848
9,2015-07-08,114390.4,7949
1,2015-07-09,176645.41,11461
10,2015-07-09,100482.05,6916
11,2015-07-09,99402.98,6751
12,2015-07-09,99402.98,6751
13,2015-07-09,176645.41,11461
14,2015-07-09,176645.41,11461
15,2015-07-09,176645.41,11461
16,2015-07-09,176645.41,11461
17,2015-07-09,84356.1,6280
18,2015-07-09,84356.1,6280
19,2015-07-09,84356.1,6280
20,2015-07-09,84356.1,6280
3,2015-07-09,176645.41,11461
4,2015-07-09,176645.41,11461
5,2015-07-09,176645.41,11461
6,2015-07-09,176645.41,11461
7,2015-07-09,176645.41,11461
8,2015-07-09,176645.41,11461
9,2015-07-09,102037.05,7090
1,2015-07-10,135015.6,8760
10,2015-07-10,76801.0,5287
11,2015-07-10,75976.8,5160
12,2015-07-10,75976.8,5160
13,2015-07-10,135015.6,8760
14,2015-07-10,135015.6,8760
15,2015-07-10,135015.6,8760
16,2015-07-10,135015.6,8760
17,2015-07-10,64476.0,4800
18,2015-07-10,64476.0,4800
19,2015-07-10,64476.0,4800
20,2015-07-10,64476.0,4800
3,2015-07-10,135015.6,8760
4,2015-07-10,135015.6,8760
5,2015-07-10,135015.6,8760
6,2015-07-10,135015.6,8760
7,2015-07-10,135015.6,8760
8,2015-07-10,135015.6,8760
9,2015-07-10,77990.0,5419
1,2015-07-11,109137.61,7081
10,2015-07-11,62090.05,4274
11,2015-07-11,61414.58,4171
12,2015-07-11,61414.58,4171
13,2015-07-11,109137.61,7081
14,2015-07-11,109137.61,7081
15,2015-07-11,109137.61,7081
16,2015-07-11,109137.61,7081
17,2015-07-11,52118.1,3880
18,2015-07-11,52118.1,3880
19,2015-07-11,52118.1,3880
20,2015-07-11,52118.1,3880
3,2015-07-11,109137.61,7081
4,2015-07-11,109137.61,7081
5,2015-07-11,109137.61,7081
6,2015-07-11,109137.61,7081
7,2015-07-11,109137.61,7081
8,2015-07-11,109137.61,7081
9,2015-07-11,63054.05,4381
1,2015-07-12,123764.3,8030
10,2015-07-12,70395.5,4847
11,2015-07-12,69645.4,4730
12,2015-07-12,69645.4,4730
13,2015-07-12,123764.3,8030
14,2015-07-12,123764.3,8030
15,2015-07-12,123764.3,8030
16,2015-07-12,123764.3,8030
17,2015-07-12,59103.0,4400
18,2015-07-12,59103.0,4400
19,2015-07-12,59103.0,4400
20,2015-07-12,59103.0,4400
3,2015-07-12,123764.3,8030
4,2015-07-12,123764.3,8030
5,2015-07-12,123764.3,8030
6,2015-07-12,123764.3,8030
7,2015-07-12,123764.3,8030
8,2015-07-12,123764.3,8030
9,2015-07-12,71483.5,4967
1,2015-07-13,126014.56,8176
10,2015-07-13,71702.8,4935
11,2015-07-13,70911.68,4816
12,2015-07-13,70911.68,4816
13,2015-07-13,126014.56,8176
14,2015-07-13,126014.56,8176
15,2015-07-13,126014.56,8176
16,2015-07-13,126014.56,8176
17,2015-07-13,60177.6,4480
18,2015-07-13,60177.6,4480
19,2015-07-13,60177.6,4480
20,2015-07-13,60177.6,4480
3,2015-07-13,126014.56,8176
4,2015-07-13,126014.56,8176
5,2015-07-13,126014.56,8176
6,2015-07-13,126014.56,8176
7,2015-07-13,126014.56,8176
8,2015-07-13,126014.56,8176
9,2015-07-13,72823.8,5059
1,2015-07-14,220525.48,14308
10,2015-07-14,125447.4,8634
11,2015-07-14,124095.44,8428
12,2015-07-14,124095.44,8428
13,2015-07-14,220525.48,14308
14,2015-07-14,220525.48,14308
15,2015-07-14,220525.48,14308
16,2015-07-14,220525.48,14308
17,2015-07-14,105310.8,7840
18,2015-07-14,105310.8,7840
19,2015-07-14,105310.8,7840
20,2015-07-14,105310.8,7840
3,2015-07-14,220525.48,14308
4,2015-07-14,220525.48,14308
5,2015-07-14,220525.48,14308
6,2015-07-14,220525.48,14308
7,2015-07-14,220525.48,14308
8,2015-07-14,220525.48,14308
9,2015-07-14,127392.4,8851
1,2015-07-15,186771.58,12118
10,2015-07-15,106234.9,7313
11,2015-07-15,105101.24,7138
12,2015-07-15,105101.24,7138
13,2015-07-15,186771.58,12118
14,2015-07-15,186771.58,12118
15,2015-07-15,186771.58,12118
16,2015-07-15,186771.58,12118
17,2015-07-15,89191.8,6640
18,2015-07-15,89191.8,6640
19,2015-07-15,89191.8,6640
20,2015-07-15,89191.8,6640
3,2015-07-15,186771.58,12118
4,2015-07-15,186771.58,12118
5,2015-07-15,186771.58,12118
6,2015-07-15,186771.58,12118
7,2015-07-15,186771.58,12118
8,2015-07-15,186771.58,12118
9,2015-07-15,107874.9,7495
1,2015-07-16,171019.76,11096
10,2015-07-16,97288.8,6696
11,2015-07-16,96237.28,6536
12,2015-07-16,96237.28,6536
13,2015-07-16,171019.76,11096
14,2015-07-16,171019.76,11096
15,2015-07-16,171019.76,11096
16,2015-07-16,171019.76,11096
17,2015-07-16,81669.6,6080
18,2015-07-16,81669.6,6080
19,2015-07-16,81669.6,6080
20,2015-07-16,81669.6,6080
3,2015-07-16,171019.76,11096
4,2015-07-16,171019.76,11096
5,2015-07-16,171019.76,11096
6,2015-07-16,171019.76,11096
7,2015-07-16,171019.76,11096
8,2015-07-16,171019.76,11096
9,2015-07-16,98797.8,6863
1,2015-07-17,144016.64,9344
10,2015-07-17,81914.2,5638
11,2015-07-17,81041.92,5504
12,2015-07-17,81041.92,5504
13,2015-07-17,144016.64,9344
14,2015-07-17,144016.64,9344
15,2015-07-17,144016.64,9344
16,2015-07-17,144016.64,9344
17,2015-07-17,68774.4,5120
18,2015-07-17,68774.4,5120
19,2015-07-17,68774.4,5120
20,2015-07-17,68774.4,5120
3,2015-07-17,144016.64,9344
4,2015-07-17,144016.64,9344
5,2015-07-17,144016.64,9344
6,2015-07-17,144016.64,9344
7,2015-07-17,144016.64,9344
8,2015-07-17,144016.64,9344
9,2015-07-17,83179.2,5779
1,2015-07-18,121514.04,7884
10,2015-07-18,69128.2,4758
11,2015-07-18,68379.12,4644
12,2015-07-18,68379.12,4644
13,2015-07-18,121514.04,7884
14,2015-07-18,121514.04,7884
15,2015-07-18,121514.04,7884
16,2015-07-18,121514.04,7884
17,2015-07-18,58028.4,4320
18,2015-07-18,58028.4,4320
19,2015-07-18,58028.4,4320
20,2015-07-18,58028.4,4320
3,2015-07-18,121514.04,7884
4,2015-07-18,121514.04,7884
5,2015-07-18,121514.04,7884
6,2015-07-18,121514.04,7884
7,2015-07-18,121514.04,7884
8,2015-07-18,121514.04,7884
9,2015-07-18,70200.2,4877
1,2015-07-19,113638.13,7373
10,2015-07-19,64634.65,4450
11,2015-07-19,63947.14,4343
12,2015-07-19,63947.14,4343
13,2015-07-19,113638.13,7373
14,2015-07-19,113638.13,7373
15,2015-07-19,113638.13,7373
16,2015-07-19,113638.13,7373
17,2015-07-19,54267.3,4040
18,2015-07-19,54267.3,4040
19,2015-07-19,54267.3,4040
20,2015-07-19,54267.3,4040
3,2015-07-19,113638.13,7373
4,2015-07-19,113638.13,7373
5,2015-07-19,113638.13,7373
6,2015-07-19,113638.13,7373
7,2015-07-19,113638.13,7373
8,2015-07-19,113638.13,7373
9,2015-07-19,65632.65,4560
1,2015-07-20,130515.08,8468
10,2015-07-20,74252.4,5112
11,2015-07-20,73444.24,4988
12,2015-07-20,73444.24,4988
13,2015-07-20,130515.08,8468
14,2015-07-20,130515.08,8468
15,2015-07-20,130515.08,8468
16,2015-07-20,130515.08,8468
17,2015-07-20,62326.8,4640
18,2015-07-20,62326.8,4640
19,2015-07-20,62326.8,4640
20,2015-07-20,62326.8,4640
3,2015-07-20,130515.08,8468
4,2015-07-20,130515.08,8468
5,2015-07-20,130515.08,8468
6,2015-07-20,130515.08,8468
7,2015-07-20,130515.08,8468
8,2015-07-20,130515.08,8468
9,2015-07-20,75405.4,5240
1,2015-07-21,250903.99,16279
10,2015-07-21,142735.95,9824
11,2015-07-21,141190.22,9589
12,2015-07-21,141190.22,9589
13,2015-07-21,250903.99,16279
14,2015-07-21,250903.99,16279
15,2015-07-21,250903.99,16279
16,2015-07-21,250903.99,16279
17,2015-07-21,119817.9,8920
18,2015-07-21,119817.9,8920
19,2015-07-21,119817.9,8920
20,2015-07-21,119817.9,8920
3,2015-07-21,250903.99,16279
4,2015-07-21,250903.99,16279
5,2015-07-21,250903.99,16279
6,2015-07-21,250903.99,16279
7,2015-07-21,250903.99,16279
8,2015-07-21,250903.99,16279
9,2015-07-21,144952.95,10070
1,2015-07-22,207023.92,13432
10,2015-07-22,117767.6,8107
11,2015-07-22,116497.76,7912
12,2015-07-22,116497.76,7912
13,2015-07-22,207023.92,13432
14,2015-07-22,207023.92,13432
15,2015-07-22,207023.92,13432
16,2015-07-22,207023.92,13432
17,2015-07-22,98863.2,7360
18,2015-07-22,98863.2,7360
19,2015-07-22,98863.2,7360
20,2015-07-22,98863.2,7360
3,2015-07-22,207023.92,13432
4,2015-07-22,207023.92,13432
5,2015-07-22,207023.92,13432
6,2015-07-22,207023.92,13432
7,2015-07-22,207023.92,13432
8,2015-07-22,207023.92,13432
9,2015-07-22,119594.6,8308
1,2015-07-23,175520.28,11388
10,2015-07-23,99842.4,6871
11,2015-07-23,98769.84,6708
12,2015-07-23,98769.84,6708
13,2015-07-23,175520.28,11388
14,2015-07-23,175520.28,11388
15,2015-07-23,175520.28,11388
16,2015-07-23,175520.28,11388
17,2015-07-23,83818.8,6240
18,2015-07-23,83818.8,6240
19,2015-07-23,83818.8,6240
20,2015-07-23,83818.8,6240
3,2015-07-23,175520.28,11388
4,2015-07-23,175520.28,11388
5,2015-07-23,175520.28,11388
6,2015-07-23,175520.28,11388
7,2015-07-23,175520.28,11388
8,2015-07-23,175520.28,11388
9,2015-07-23,101388.4,7042
1,2015-07-24,141766.38,9198
10,2015-07-24,80649.9,5551
11,2015-07-24,79775.64,5418
12,2015-07-24,79775.64,5418
13,2015-07-24,141766.38,9198
14,2015-07-24,141766.38,9198
15,2015-07-24,141766.38,9198
16,2015-07-24,141766.38,9198
17,2015-07-24,67699.8,5040
18,2015-07-24,67699.8,5040
19,2015-07-24,67699.8,5040
20,2015-07-24,67699.8,5040
3,2015-07-24,141766.38,9198
4,2015-07-24,141766.38,9198
5,2015-07-24,141766.38,9198
6,2015-07-24,141766.38,9198
7,2015-07-24,141766.38,9198
8,2015-07-24,141766.38,9198
9,2015-07-24,81902.9,5689
